"Pre-campaign expenditure","Pre-campaign visits","Pre-campaign spend category","Pre-campaign visits category","Total number of visits","Total spend","Post Code","52 Mosaic Groups","Mosaic Bands","Title","Gender","Year Of Birth","Age","Age category","Response to campaign"
154.0,13.0,"£150-£200","5 Or More Visits",16.0,178.0,"RG 4 0DS",7.0,2.0,"MR","Male",1936.0,58.0,"56-65 years","Responder"
81.0,10.0,"£50-£100","5 Or More Visits",11.0,95.0,"OX16 9DG",7.0,2.0,"MR","Male",1936.0,58.0,"56-65 years","Responder"
51.0,8.0,"£50-£100","5 Or More Visits",13.0,672.0,"DN37 0PT",31.0,7.0,"MR","Male",1936.0,58.0,"56-65 years","Responder"
177.0,5.0,"£150-£200","5 Or More Visits",8.0,212.0,"PE 2 5PB",44.0,10.0,"MR","Male",1936.0,58.0,"56-65 years","Responder"
63.0,4.0,"£50-£100","4 Visits",7.0,97.0,"ST16 3BT",29.0,6.0,"MR","Male",1936.0,58.0,"56-65 years","Responder"
72.0,2.0,"£50-£100","2 Visits",2.0,72.0,"BS 9 2EH",8.0,2.0,"MR","Male",1936.0,58.0,"56-65 years","Non-responder"
56.0,4.0,"£50-£100","4 Visits",4.0,56.0,"CR 0 7NX",23.0,5.0,"MR","Male",1936.0,58.0,"56-65 years","Non-responder"
70.0,4.0,"£50-£100","4 Visits",4.0,70.0,"LE10 0HD",13.0,4.0,"MR","Male",1936.0,58.0,"56-65 years","Non-responder"
77.0,3.0,"£50-£100","3 Visits",3.0,77.0,"LS20 9LW",31.0,7.0,"MR","Male",1936.0,58.0,"56-65 years","Non-responder"
53.0,4.0,"£50-£100","4 Visits",4.0,53.0,"CV11 6LB",31.0,7.0,"MR","Male",1936.0,58.0,"56-65 years","Non-responder"
89.0,1.0,"£50-£100","1 Visit",1.0,89.0,"PE 9 1SN",6.0,2.0,"MR","Male",1936.0,58.0,"56-65 years","Non-responder"
58.0,3.0,"£50-£100","3 Visits",3.0,58.0,"SW20 9LY",8.0,2.0,"MR","Male",1936.0,58.0,"56-65 years","Non-responder"
60.0,3.0,"£50-£100","3 Visits",3.0,60.0,"SK 8 3AJ",8.0,2.0,"MR","Male",1936.0,58.0,"56-65 years","Non-responder"
42.0,2.0,"Under £50","2 Visits",2.0,42.0,"S 40 3BX",6.0,2.0,"MR","Male",1936.0,58.0,"56-65 years","Non-responder"
84.0,3.0,"£50-£100","3 Visits",3.0,84.0,"SY 4 5SL",50.0,11.0,"MR","Male",1936.0,58.0,"56-65 years","Non-responder"
73.0,8.0,"£50-£100","5 Or More Visits",8.0,73.0,"SK 8 5QL",13.0,4.0,"MR","Male",1936.0,58.0,"56-65 years","Non-responder"
56.0,1.0,"£50-£100","1 Visit",1.0,56.0,"LU 1 3SE",29.0,6.0,"MR","Male",1936.0,58.0,"56-65 years","Non-responder"
60.0,4.0,"£50-£100","4 Visits",4.0,60.0,"LU 3 1HE",8.0,2.0,"MR","Male",1936.0,58.0,"56-65 years","Non-responder"
61.0,2.0,"£50-£100","2 Visits",3.0,65.0,"TR11 5SF",5.0,1.0,"MRS","Female",1935.0,59.0,"56-65 years","Responder"
80.0,1.0,"£50-£100","1 Visit",1.0,80.0,"KT12 3DF",4.0,1.0,"MRS","Female",1935.0,59.0,"56-65 years","Non-responder"
84.0,3.0,"£50-£100","3 Visits",3.0,84.0,"WS 7 0LQ",6.0,2.0,"MRS","Female",1935.0,59.0,"56-65 years","Non-responder"
50.0,6.0,"£50-£100","5 Or More Visits",6.0,50.0,"LN 2 2PY",3.0,1.0,"MRS","Female",1935.0,59.0,"56-65 years","Non-responder"
1065.0,69.0,"Over £500","5 Or More Visits",78.0,1183.0,"BA11 4AL",12.0,3.0,"Mr","Male",1935.0,59.0,"56-65 years","Responder"
87.0,6.0,"£50-£100","5 Or More Visits",11.0,165.0,"CV11 6LP",3.0,1.0,"MR","Male",1935.0,59.0,"56-65 years","Responder"
58.0,4.0,"£50-£100","4 Visits",11.0,114.0,"DA 5 2AD",44.0,10.0,"MR","Male",1935.0,59.0,"56-65 years","Responder"
96.0,12.0,"£50-£100","5 Or More Visits",14.0,141.0,"SG 2 9TA",14.0,4.0,"MR","Male",1935.0,59.0,"56-65 years","Responder"
89.0,7.0,"£50-£100","5 Or More Visits",8.0,118.0,"NN14 3LG",10.0,3.0,"MR","Male",1935.0,59.0,"56-65 years","Responder"
211.0,6.0,"£200-£300","5 Or More Visits",8.0,225.0,"ST16 3LS",29.0,6.0,"MR","Male",1935.0,59.0,"56-65 years","Responder"
130.0,8.0,"£100-£150","5 Or More Visits",9.0,142.0,"CR 5 2HD",7.0,2.0,"MR","Male",1935.0,59.0,"56-65 years","Responder"
57.0,3.0,"£50-£100","3 Visits",5.0,85.0,"CR 6 9RH",7.0,2.0,"MR","Male",1935.0,59.0,"56-65 years","Responder"
47.0,3.0,"Under £50","3 Visits",4.0,52.0,"SA10 8SE",6.0,2.0,"MR","Male",1935.0,59.0,"56-65 years","Responder"
117.0,5.0,"£100-£150","5 Or More Visits",7.0,201.0,"DN 4 9RP",9.0,3.0,"MR","Male",1935.0,59.0,"56-65 years","Responder"
92.0,11.0,"£50-£100","5 Or More Visits",13.0,105.0,"BN18 0AY",48.0,11.0,"MR","Male",1935.0,59.0,"56-65 years","Responder"
81.0,1.0,"£50-£100","1 Visit",1.0,81.0,"SL 4 4PB",8.0,2.0,"MR","Male",1935.0,59.0,"56-65 years","Non-responder"
50.0,4.0,"£50-£100","4 Visits",4.0,50.0,"SO22 4QP",2.0,1.0,"MR","Male",1935.0,59.0,"56-65 years","Non-responder"
60.0,6.0,"£50-£100","5 Or More Visits",6.0,60.0,"WV11 2QQ",10.0,3.0,"MR","Male",1935.0,59.0,"56-65 years","Non-responder"
87.0,2.0,"£50-£100","2 Visits",2.0,87.0,"WV10 6QX",10.0,3.0,"MR","Male",1935.0,59.0,"56-65 years","Non-responder"
74.0,10.0,"£50-£100","5 Or More Visits",10.0,74.0,"TR10 8RQ",16.0,4.0,"MR","Male",1935.0,59.0,"56-65 years","Non-responder"
62.0,1.0,"£50-£100","1 Visit",1.0,62.0,"ST14 7HB",13.0,4.0,"MR","Male",1935.0,59.0,"56-65 years","Non-responder"
89.0,3.0,"£50-£100","3 Visits",3.0,89.0,"ST16 1QZ",9.0,3.0,"MR","Male",1935.0,59.0,"56-65 years","Non-responder"
69.0,6.0,"£50-£100","5 Or More Visits",11.0,181.0,"B 61 0LU",11.0,3.0,"MRS","Female",1934.0,60.0,"56-65 years","Responder"
0.0,0.0,"Under £50","No Visits",0.0,0.0,"BD 9 4DZ",4.0,1.0,"MRS","Female",1934.0,60.0,"56-65 years","Non-responder"
72.0,3.0,"£50-£100","3 Visits",3.0,72.0,"BD 7 4AQ",29.0,6.0,"MRS","Female",1934.0,60.0,"56-65 years","Non-responder"
73.0,2.0,"£50-£100","2 Visits",2.0,73.0,"YO14 9AP",32.0,7.0,"MRS","Female",1934.0,60.0,"56-65 years","Non-responder"
84.0,1.0,"£50-£100","1 Visit",1.0,84.0,"PR 5 6UJ",12.0,3.0,"MRS","Female",1934.0,60.0,"56-65 years","Non-responder"
370.0,11.0,"£300-£500","5 Or More Visits",12.0,404.0,"WD 6 4BN",15.0,4.0,"Mr","Male",1934.0,60.0,"56-65 years","Responder"
747.0,21.0,"Over £500","5 Or More Visits",22.0,771.0,"CR 0 7LD",8.0,2.0,"Mr","Male",1934.0,60.0,"56-65 years","Responder"
73.0,6.0,"£50-£100","5 Or More Visits",8.0,89.0,"BN41 2YE",30.0,7.0,"MR","Male",1934.0,60.0,"56-65 years","Responder"
93.0,5.0,"£50-£100","5 Or More Visits",9.0,138.0,"FY 4 4RR",31.0,7.0,"MR","Male",1934.0,60.0,"56-65 years","Responder"
134.0,8.0,"£100-£150","5 Or More Visits",10.0,164.0,"GU15 1NH",1.0,1.0,"MR","Male",1934.0,60.0,"56-65 years","Responder"
107.0,2.0,"£100-£150","2 Visits",3.0,137.0,"PE 4 7UD",5.0,1.0,"MR","Male",1934.0,60.0,"56-65 years","Responder"
41.0,4.0,"Under £50","4 Visits",6.0,59.0,"ST15 0RW",41.0,10.0,"MR","Male",1934.0,60.0,"56-65 years","Responder"
83.0,1.0,"£50-£100","1 Visit",5.0,110.0,"CV34 4PR",7.0,2.0,"MR","Male",1934.0,60.0,"56-65 years","Responder"
101.0,6.0,"£100-£150","5 Or More Visits",7.0,108.0,"SK 8 4JY",5.0,1.0,"MR","Male",1934.0,60.0,"56-65 years","Responder"
88.0,5.0,"£50-£100","5 Or More Visits",6.0,126.0,"BS21 6UF",9.0,3.0,"MR","Male",1934.0,60.0,"56-65 years","Responder"
94.0,9.0,"£50-£100","5 Or More Visits",11.0,103.0,"B 31 2EH",8.0,2.0,"MR","Male",1934.0,60.0,"56-65 years","Responder"
109.0,5.0,"£100-£150","5 Or More Visits",5.0,109.0,"HD 3 3QD",9.0,3.0,"MR","Male",1934.0,60.0,"56-65 years","Non-responder"
56.0,1.0,"£50-£100","1 Visit",1.0,56.0,"HU16 5QB",37.0,9.0,"MR","Male",1934.0,60.0,"56-65 years","Non-responder"
81.0,1.0,"£50-£100","1 Visit",1.0,81.0,"CW11 9PR",47.0,11.0,"MR","Male",1934.0,60.0,"56-65 years","Non-responder"
64.0,2.0,"£50-£100","2 Visits",2.0,64.0,"SK 7 1QJ",1.0,1.0,"MR","Male",1934.0,60.0,"56-65 years","Non-responder"
99.0,1.0,"£50-£100","1 Visit",1.0,99.0,"HD 6 3JF",13.0,4.0,"MR","Male",1934.0,60.0,"56-65 years","Non-responder"
60.0,1.0,"£50-£100","1 Visit",1.0,60.0,"SG 2 8PU",5.0,1.0,"MR","Male",1934.0,60.0,"56-65 years","Non-responder"
0.0,1.0,"Under £50","1 Visit",1.0,0.0,"DN18 5DW",13.0,4.0,"MR","Male",1934.0,60.0,"56-65 years","Non-responder"
75.0,5.0,"£50-£100","5 Or More Visits",5.0,75.0,"WA 3 7LS",3.0,1.0,"MR","Male",1934.0,60.0,"56-65 years","Non-responder"
151.0,4.0,"£150-£200","4 Visits",4.0,151.0,"WS11 3RE",20.0,5.0,"MR","Male",1934.0,60.0,"56-65 years","Non-responder"
56.0,1.0,"£50-£100","1 Visit",1.0,56.0,"WV 6 9AB",37.0,9.0,"MR","Male",1934.0,60.0,"56-65 years","Non-responder"
53.0,1.0,"£50-£100","1 Visit",1.0,53.0,"LU 2 9BW",20.0,5.0,"MR","Male",1934.0,60.0,"56-65 years","Non-responder"
77.0,2.0,"£50-£100","2 Visits",2.0,77.0,"LU 5 4QX",10.0,3.0,"MR","Male",1934.0,60.0,"56-65 years","Non-responder"
62.0,2.0,"£50-£100","2 Visits",2.0,62.0,"WA 8 6RL",37.0,9.0,"MR","Male",1934.0,60.0,"56-65 years","Non-responder"
73.0,1.0,"£50-£100","1 Visit",1.0,73.0,"CA 2 7XE",44.0,10.0,"MR","Male",1934.0,60.0,"56-65 years","Non-responder"
100.0,7.0,"£50-£100","5 Or More Visits",9.0,112.0,"RM11 2DN",8.0,2.0,"MRS","Female",1933.0,61.0,"56-65 years","Responder"
52.0,1.0,"£50-£100","1 Visit",1.0,52.0,"SA 4 3EN",31.0,7.0,"MRS","Female",1933.0,61.0,"56-65 years","Non-responder"
61.0,1.0,"£50-£100","1 Visit",1.0,61.0,"SS 9 3PP",8.0,2.0,"MRS","Female",1933.0,61.0,"56-65 years","Non-responder"
70.0,1.0,"£50-£100","1 Visit",1.0,70.0,"S 43 3NR",13.0,4.0,"MRS","Female",1933.0,61.0,"56-65 years","Non-responder"
51.0,2.0,"£50-£100","2 Visits",2.0,51.0,"PE16 6DJ",48.0,11.0,"MRS","Female",1933.0,61.0,"56-65 years","Non-responder"
81.0,4.0,"£50-£100","4 Visits",4.0,81.0,"PO 1 5AU",29.0,6.0,"MRS","Female",1933.0,61.0,"56-65 years","Non-responder"
81.0,6.0,"£50-£100","5 Or More Visits",6.0,81.0,"CR 2 8EA",8.0,2.0,"MRS","Female",1933.0,61.0,"56-65 years","Non-responder"
69.0,1.0,"£50-£100","1 Visit",1.0,69.0,"CV23 9JU",5.0,1.0,"MRS","Female",1933.0,61.0,"56-65 years","Non-responder"
293.0,11.0,"£200-£300","5 Or More Visits",14.0,334.0,"GU15 1LS",3.0,1.0,"Mr","Male",1933.0,61.0,"56-65 years","Responder"
57.0,3.0,"£50-£100","3 Visits",4.0,91.0,"HU 5 5LW",37.0,9.0,"MR","Male",1933.0,61.0,"56-65 years","Responder"
99.0,4.0,"£50-£100","4 Visits",6.0,249.0,"BA 7 7JX",41.0,10.0,"MR","Male",1933.0,61.0,"56-65 years","Responder"
76.0,3.0,"£50-£100","3 Visits",5.0,130.0,"WS 9 8LB",39.0,9.0,"MR","Male",1933.0,61.0,"56-65 years","Responder"
123.0,6.0,"£100-£150","5 Or More Visits",10.0,437.0,"W  5 5HS",36.0,8.0,"MR","Male",1933.0,61.0,"56-65 years","Responder"
71.0,6.0,"£50-£100","5 Or More Visits",8.0,130.0,"SG 2 9HG",30.0,7.0,"MR","Male",1933.0,61.0,"56-65 years","Responder"
79.0,1.0,"£50-£100","1 Visit",1.0,79.0,"LE13 0AZ",3.0,1.0,"MR","Male",1933.0,61.0,"56-65 years","Non-responder"
60.0,2.0,"£50-£100","2 Visits",2.0,60.0,"SS 3 9AX",30.0,7.0,"MR","Male",1933.0,61.0,"56-65 years","Non-responder"
58.0,2.0,"£50-£100","2 Visits",2.0,58.0,"CM 1 2PR",2.0,1.0,"MR","Male",1933.0,61.0,"56-65 years","Non-responder"
71.0,5.0,"£50-£100","5 Or More Visits",5.0,71.0,"S 42 7PZ",2.0,1.0,"MR","Male",1933.0,61.0,"56-65 years","Non-responder"
54.0,1.0,"£50-£100","1 Visit",1.0,54.0,"OL 4 1LP",11.0,3.0,"MR","Male",1933.0,61.0,"56-65 years","Non-responder"
82.0,4.0,"£50-£100","4 Visits",4.0,82.0,"TN14 7RA",5.0,1.0,"MR","Male",1933.0,61.0,"56-65 years","Non-responder"
86.0,1.0,"£50-£100","1 Visit",1.0,86.0,"NR34 7HH",31.0,7.0,"MR","Male",1933.0,61.0,"56-65 years","Non-responder"
55.0,2.0,"£50-£100","2 Visits",2.0,55.0,"DN15 9TE",11.0,3.0,"MR","Male",1933.0,61.0,"56-65 years","Non-responder"
98.0,1.0,"£50-£100","1 Visit",1.0,98.0,"PR 8 6UR",2.0,1.0,"MR","Male",1933.0,61.0,"56-65 years","Non-responder"
61.0,5.0,"£50-£100","5 Or More Visits",5.0,61.0,"E  6 2AU",24.0,6.0,"MR","Male",1933.0,61.0,"56-65 years","Non-responder"
91.0,2.0,"£50-£100","2 Visits",5.0,128.0,"BN 3 5AG",32.0,7.0,"MRS","Female",1932.0,62.0,"56-65 years","Responder"
94.0,5.0,"£50-£100","5 Or More Visits",8.0,117.0,"WD 6 4LW",30.0,7.0,"MRS","Female",1932.0,62.0,"56-65 years","Responder"
0.0,0.0,"Under £50","No Visits",0.0,0.0,"CR 4 1XG",16.0,4.0,"MRS","Female",1932.0,62.0,"56-65 years","Non-responder"
55.0,1.0,"£50-£100","1 Visit",1.0,55.0,"SS 7 2SW",39.0,9.0,"MRS","Female",1932.0,62.0,"56-65 years","Non-responder"
72.0,3.0,"£50-£100","3 Visits",3.0,72.0,"LN 3 5PH",48.0,11.0,"MRS","Female",1932.0,62.0,"56-65 years","Non-responder"
1265.0,67.0,"Over £500","5 Or More Visits",78.0,1399.0,"BN 3 8GD",31.0,7.0,"Mr","Male",1932.0,62.0,"56-65 years","Responder"
68.0,10.0,"£50-£100","5 Or More Visits",13.0,85.0,"HU10 6JP",8.0,2.0,"MR","Male",1932.0,62.0,"56-65 years","Responder"
114.0,16.0,"£100-£150","5 Or More Visits",17.0,118.0,"SW19 3LL",1.0,1.0,"MR","Male",1932.0,62.0,"56-65 years","Responder"
54.0,4.0,"£50-£100","4 Visits",6.0,104.0,"SA62 4JT",49.0,11.0,"MR","Male",1932.0,62.0,"56-65 years","Responder"
100.0,5.0,"£100-£150","5 Or More Visits",7.0,206.0,"SS 7 1HA",3.0,1.0,"MR","Male",1932.0,62.0,"56-65 years","Responder"
137.0,9.0,"£100-£150","5 Or More Visits",10.0,144.0,"SY 1 4LP",31.0,7.0,"MR","Male",1932.0,62.0,"56-65 years","Responder"
98.0,7.0,"£50-£100","5 Or More Visits",10.0,116.0,"B 79 8NS",10.0,3.0,"MR","Male",1932.0,62.0,"56-65 years","Responder"
51.0,4.0,"£50-£100","4 Visits",8.0,75.0,"B 73 6JR",1.0,1.0,"MR","Male",1932.0,62.0,"56-65 years","Responder"
54.0,5.0,"£50-£100","5 Or More Visits",6.0,58.0,"MK43 9EU",3.0,1.0,"MR","Male",1932.0,62.0,"56-65 years","Responder"
78.0,8.0,"£50-£100","5 Or More Visits",11.0,122.0,"WS14 9PF",1.0,1.0,"MR","Male",1932.0,62.0,"56-65 years","Responder"
80.0,2.0,"£50-£100","2 Visits",3.0,150.0,"WV10 0SZ",10.0,3.0,"MR","Male",1932.0,62.0,"56-65 years","Responder"
97.0,3.0,"£50-£100","3 Visits",4.0,107.0,"NR13 3BW",39.0,9.0,"MR","Male",1932.0,62.0,"56-65 years","Responder"
89.0,3.0,"£50-£100","3 Visits",4.0,198.0,"L 49 5NL",10.0,3.0,"MR","Male",1932.0,62.0,"56-65 years","Responder"
73.0,1.0,"£50-£100","1 Visit",1.0,73.0,"L 66 2XA",44.0,10.0,"MR","Male",1932.0,62.0,"56-65 years","Non-responder"
55.0,2.0,"£50-£100","2 Visits",2.0,55.0,"RH19 4BW",5.0,1.0,"MR","Male",1932.0,62.0,"56-65 years","Non-responder"
118.0,9.0,"£100-£150","5 Or More Visits",9.0,118.0,"BR 2 0JN",36.0,8.0,"MR","Male",1932.0,62.0,"56-65 years","Non-responder"
70.0,1.0,"£50-£100","1 Visit",1.0,70.0,"NG 8 2QX",5.0,1.0,"MR","Male",1932.0,62.0,"56-65 years","Non-responder"
67.0,1.0,"£50-£100","1 Visit",1.0,67.0,"SK 9 4BP",14.0,4.0,"MR","Male",1932.0,62.0,"56-65 years","Non-responder"
53.0,4.0,"£50-£100","4 Visits",4.0,53.0,"RG 8 0RS",3.0,1.0,"MR","Male",1932.0,62.0,"56-65 years","Non-responder"
52.0,5.0,"£50-£100","5 Or More Visits",5.0,52.0,"BD18 4BP",3.0,1.0,"MR","Male",1932.0,62.0,"56-65 years","Non-responder"
55.0,1.0,"£50-£100","1 Visit",1.0,55.0,"BD21 1DT",22.0,5.0,"MR","Male",1932.0,62.0,"56-65 years","Non-responder"
75.0,3.0,"£50-£100","3 Visits",3.0,75.0,"CR 7 6DR",24.0,6.0,"MR","Male",1932.0,62.0,"56-65 years","Non-responder"
92.0,6.0,"£50-£100","5 Or More Visits",8.0,138.0,"BA11 1QR",11.0,3.0,"MRS","Female",1931.0,63.0,"56-65 years","Responder"
58.0,2.0,"£50-£100","2 Visits",4.0,94.0,"SG 8 8LT",45.0,11.0,"MRS","Female",1931.0,63.0,"56-65 years","Responder"
69.0,3.0,"£50-£100","3 Visits",7.0,145.0,"LL58 8HH",15.0,4.0,"MRS","Female",1931.0,63.0,"56-65 years","Responder"
78.0,11.0,"£50-£100","5 Or More Visits",12.0,86.0,"PE 4 6GS",43.0,10.0,"MRS","Female",1931.0,63.0,"56-65 years","Responder"
38.0,6.0,"Under £50","5 Or More Visits",7.0,51.0,"LE12 9AF",10.0,3.0,"MRS","Female",1931.0,63.0,"56-65 years","Responder"
83.0,3.0,"£50-£100","3 Visits",3.0,83.0,"CR 8 4NA",8.0,2.0,"MRS","Female",1931.0,63.0,"56-65 years","Non-responder"
58.0,1.0,"£50-£100","1 Visit",1.0,58.0,"B 60 1AU",1.0,1.0,"MRS","Female",1931.0,63.0,"56-65 years","Non-responder"
0.0,0.0,"Under £50","No Visits",0.0,0.0,"DN14 6HJ",30.0,7.0,"MRS","Female",1931.0,63.0,"56-65 years","Non-responder"
89.0,5.0,"£50-£100","5 Or More Visits",5.0,89.0,"CR 5 3BF",30.0,7.0,"MRS","Female",1931.0,63.0,"56-65 years","Non-responder"
129.0,5.0,"£100-£150","5 Or More Visits",6.0,138.0,"W 14 8DT",1.0,1.0,"Mr","Male",1931.0,63.0,"56-65 years","Responder"
512.0,45.0,"Over £500","5 Or More Visits",48.0,592.0,"BA11 1LZ",11.0,3.0,"Mr","Male",1931.0,63.0,"56-65 years","Responder"
151.0,9.0,"£150-£200","5 Or More Visits",11.0,165.0,"CR 3 6ND",7.0,2.0,"MR","Male",1931.0,63.0,"56-65 years","Responder"
84.0,2.0,"£50-£100","2 Visits",3.0,170.0,"PE37 8LZ",38.0,9.0,"MR","Male",1931.0,63.0,"56-65 years","Responder"
76.0,7.0,"£50-£100","5 Or More Visits",14.0,165.0,"HP27 9JG",39.0,9.0,"MR","Male",1931.0,63.0,"56-65 years","Responder"
73.0,2.0,"£50-£100","2 Visits",3.0,100.0,"CM12 0QW",3.0,1.0,"MR","Male",1931.0,63.0,"56-65 years","Responder"
95.0,4.0,"£50-£100","4 Visits",6.0,141.0,"BS11 0NL",31.0,7.0,"MR","Male",1931.0,63.0,"56-65 years","Responder"
90.0,12.0,"£50-£100","5 Or More Visits",13.0,93.0,"CR 6 9DU",7.0,2.0,"MR","Male",1931.0,63.0,"56-65 years","Responder"
77.0,3.0,"£50-£100","3 Visits",5.0,138.0,"WS 6 7BY",9.0,3.0,"MR","Male",1931.0,63.0,"56-65 years","Responder"
64.0,3.0,"£50-£100","3 Visits",4.0,72.0,"TW16 5HZ",1.0,1.0,"MR","Male",1931.0,63.0,"56-65 years","Responder"
71.0,3.0,"£50-£100","3 Visits",4.0,121.0,"S 42 6HX",10.0,3.0,"MR","Male",1931.0,63.0,"56-65 years","Responder"
107.0,10.0,"£100-£150","5 Or More Visits",11.0,110.0,"WV 6 9PJ",5.0,1.0,"MR","Male",1931.0,63.0,"56-65 years","Responder"
70.0,5.0,"£50-£100","5 Or More Visits",8.0,111.0,"PO22 8EW",38.0,9.0,"MR","Male",1931.0,63.0,"56-65 years","Responder"
88.0,2.0,"£50-£100","2 Visits",2.0,88.0,"SL 2 4DF",4.0,1.0,"MR","Male",1931.0,63.0,"56-65 years","Non-responder"
79.0,2.0,"£50-£100","2 Visits",2.0,79.0,"PO 6 4SQ",11.0,3.0,"MR","Male",1931.0,63.0,"56-65 years","Non-responder"
54.0,2.0,"£50-£100","2 Visits",2.0,54.0,"TN30 6UA",40.0,9.0,"MR","Male",1931.0,63.0,"56-65 years","Non-responder"
85.0,4.0,"£50-£100","4 Visits",4.0,85.0,"PR 5 4QL",8.0,2.0,"MR","Male",1931.0,63.0,"56-65 years","Non-responder"
64.0,3.0,"£50-£100","3 Visits",3.0,64.0,"E 17 4DG",30.0,7.0,"MR","Male",1931.0,63.0,"56-65 years","Non-responder"
50.0,3.0,"£50-£100","3 Visits",3.0,50.0,"ST17 9HZ",11.0,3.0,"MR","Male",1931.0,63.0,"56-65 years","Non-responder"
51.0,3.0,"£50-£100","3 Visits",3.0,51.0,"BR 6 0QQ",39.0,9.0,"MR","Male",1931.0,63.0,"56-65 years","Non-responder"
130.0,2.0,"£100-£150","2 Visits",2.0,130.0,"TS17 8LF",14.0,4.0,"MR","Male",1931.0,63.0,"56-65 years","Non-responder"
63.0,1.0,"£50-£100","1 Visit",1.0,63.0,"LU 3 3JD",9.0,3.0,"MR","Male",1931.0,63.0,"56-65 years","Non-responder"
55.0,1.0,"£50-£100","1 Visit",1.0,55.0,"NN 3 3TA",3.0,1.0,"MR","Male",1931.0,63.0,"56-65 years","Non-responder"
94.0,4.0,"£50-£100","4 Visits",4.0,94.0,"ST 8 7EQ",3.0,1.0,"MR","Male",1931.0,63.0,"56-65 years","Non-responder"
56.0,1.0,"£50-£100","1 Visit",1.0,56.0,"CV 3 2BB",10.0,3.0,"MR","Male",1931.0,63.0,"56-65 years","Non-responder"
65.0,1.0,"£50-£100","1 Visit",2.0,71.0,"W  3 6AA",18.0,5.0,"MS","Female",1930.0,64.0,"56-65 years","Responder"
0.0,0.0,"Under £50","No Visits",0.0,0.0,"SY 1 3SE",9.0,3.0,"MRS","Female",1930.0,64.0,"56-65 years","Non-responder"
69.0,5.0,"£50-£100","5 Or More Visits",5.0,69.0,"N 22 4SB",36.0,8.0,"MRS","Female",1930.0,64.0,"56-65 years","Non-responder"
77.0,1.0,"£50-£100","1 Visit",1.0,77.0,"BN 3 3AQ",40.0,9.0,"MRS","Female",1930.0,64.0,"56-65 years","Non-responder"
76.0,6.0,"£50-£100","5 Or More Visits",6.0,76.0,"NG10 3HS",9.0,3.0,"MRS","Female",1930.0,64.0,"56-65 years","Non-responder"
75.0,2.0,"£50-£100","2 Visits",2.0,75.0,"DE72 3UG",6.0,2.0,"MRS","Female",1930.0,64.0,"56-65 years","Non-responder"
66.0,3.0,"£50-£100","3 Visits",3.0,66.0,"BB10 1UQ",12.0,3.0,"MRS","Female",1930.0,64.0,"56-65 years","Non-responder"
166.0,15.0,"£150-£200","5 Or More Visits",21.0,770.0,"TN29 0TU",39.0,9.0,"MR","Male",1930.0,64.0,"56-65 years","Responder"
67.0,1.0,"£50-£100","1 Visit",2.0,81.0,"SS 2 4AJ",39.0,9.0,"MR","Male",1930.0,64.0,"56-65 years","Responder"
128.0,17.0,"£100-£150","5 Or More Visits",18.0,134.0,"BB 2 4NY",29.0,6.0,"MR","Male",1930.0,64.0,"56-65 years","Responder"
20.0,5.0,"Under £50","5 Or More Visits",6.0,31.0,"CF 4 3BQ",31.0,7.0,"MR","Male",1930.0,64.0,"56-65 years","Responder"
23.0,2.0,"Under £50","2 Visits",3.0,27.0,"PO20 0TE",39.0,9.0,"MR","Male",1930.0,64.0,"56-65 years","Responder"
78.0,5.0,"£50-£100","5 Or More Visits",6.0,81.0,"SG13 8DU",44.0,10.0,"MR","Male",1930.0,64.0,"56-65 years","Responder"
92.0,6.0,"£50-£100","5 Or More Visits",8.0,105.0,"BD16 1RH",9.0,3.0,"MR","Male",1930.0,64.0,"56-65 years","Responder"
77.0,5.0,"£50-£100","5 Or More Visits",6.0,114.0,"BD23 5EZ",50.0,11.0,"MR","Male",1930.0,64.0,"56-65 years","Responder"
62.0,2.0,"£50-£100","2 Visits",2.0,62.0,"PR 3 3TD",9.0,3.0,"MR","Male",1930.0,64.0,"56-65 years","Non-responder"
69.0,4.0,"£50-£100","4 Visits",4.0,69.0,"IG 1 1JZ",24.0,6.0,"MR","Male",1930.0,64.0,"56-65 years","Non-responder"
90.0,4.0,"£50-£100","4 Visits",4.0,90.0,"TQ 3 2PZ",31.0,7.0,"MR","Male",1930.0,64.0,"56-65 years","Non-responder"
60.0,3.0,"£50-£100","3 Visits",3.0,60.0,"LL12 8SU",3.0,1.0,"MR","Male",1930.0,64.0,"56-65 years","Non-responder"
79.0,2.0,"£50-£100","2 Visits",2.0,79.0,"CH 7 1JL",6.0,2.0,"MR","Male",1930.0,64.0,"56-65 years","Non-responder"
83.0,1.0,"£50-£100","1 Visit",1.0,83.0,"CF 5 3TS",21.0,5.0,"MR","Male",1930.0,64.0,"56-65 years","Non-responder"
86.0,3.0,"£50-£100","3 Visits",3.0,86.0,"L 39 3BD",7.0,2.0,"MR","Male",1930.0,64.0,"56-65 years","Non-responder"
51.0,3.0,"£50-£100","3 Visits",3.0,51.0,"LL57 2TT",8.0,2.0,"MR","Male",1930.0,64.0,"56-65 years","Non-responder"
76.0,2.0,"£50-£100","2 Visits",2.0,76.0,"CR 6 9EH",1.0,1.0,"MR","Male",1930.0,64.0,"56-65 years","Non-responder"
67.0,3.0,"£50-£100","3 Visits",3.0,67.0,"WN 6 8LJ",10.0,3.0,"MR","Male",1930.0,64.0,"56-65 years","Non-responder"
